,title,vote_average,genres
10451,Detective Story,6.5,Crime
10452,The Proposition,7.1,Action
10453,The Gospel,5.4,Drama
10454,Dandelion,7.8,Drama
10455,C.S.A.: The Confederate States of America,5.9,War
10456,The Fog,3.8,Horror
10457,Loggerheads,6.4,Drama
10458,Left Behind III: World at War,4.4,Action
10459,Protocols Of Zion,6.5,Documentary
10460,Living 'til the End,7.0,Drama
10461,Shopgirl,5.7,Comedy
10462,Kids in America,5.8,Comedy
10463,Where the Truth Lies,5.9,Drama
10464,Barely Legal,5.2,Comedy
10465,Emmanuel's Gift,0.0,Documentary
10466,Stay,6.5,Mystery
10467,Confess,5.0,Action
10468,The Legend of Zorro,5.9,Action
10469,God's Sandbox,0.0,Romance
10470,New York Doll,6.8,Documentary
10471,The Weather Man,6.0,Comedy
10472,Saw II,6.3,Horror
10473,Prime,5.7,Comedy
10474,One Wonderful Sunday,7.1,Drama
10475,Will Success Spoil Rock Hunter?,6.6,Comedy
10476,Don't Move,7.0,Drama
10477,Three Rooms of Melancholia,6.0,Documentary
10478,"Race for Your Life, Charlie Brown",6.6,Animation
10479,Jerusalem,6.0,Drama
10480,"A Genius, Two Friends, and an Idiot",6.6,Comedy
10481,Teorema,6.8,Mystery
10482,Little Fish,5.9,Drama
10483,American Pie Presents: Band Camp,5.3,Comedy
10484,Champion,6.1,Drama
10485,Requiem for a Vampire,5.4,Horror
10486,Life Is a Miracle,7.3,Romance
10487,Tarzan the Ape Man,6.5,Action
10488,Tarzan and His Mate,6.1,Drama
10489,Midnight Lace,6.9,Thriller
10490,Empire of the Wolves,5.5,Action
10491,The Great Yokai War,5.8,Comedy
10492,The Swindle,7.0,Comedy
10493,Mahogany,6.3,Drama
10494,Angels in Fast Motion,5.3,Crime
10495,Manderlay,6.9,Drama
10496,Week-End in Havana,5.0,Comedy
10497,Nine Lives,6.2,Drama
10498,South Central,6.6,Crime
10499,Damnation Alley,5.0,Action
10500,The Bridges at Toko-Ri,5.9,Action
10501,Love on the Run,6.9,Comedy
10502,Duck Season,7.2,Drama
10503,Aprile,7.0,Comedy
10504,The Adventures of Prince Achmed,7.8,Drama
10505,The Gore Gore Girls,6.0,Comedy
10506,Revolver,6.3,Drama
10507,Wild Zero,5.5,Horror
10508,Everything Put Together,5.0,Drama
10509,Jarhead,6.6,Drama
10510,Siblings,5.8,Comedy
10511,Ushpizin,6.3,Comedy
10512,Chicken Little,5.6,Animation
10513,Romance & Cigarettes,6.0,Comedy
10514,To The Other Side,5.9,Drama
10515,Dead Man's Shoes,7.2,Drama
10516,Joyeux Noël,7.2,Romance
10517,Count Dracula,6.2,Horror
10518,The Brides of Dracula,6.2,Horror
10519,The Stratton Story,6.1,Drama
10520,The House That Dripped Blood,6.3,Horror
10521,Night of the Big Heat,5.4,Science Fiction
10522,The Gorgon,6.4,Horror
10523,Night of the Lepus,4.9,Horror
10524,The Match Factory Girl,7.0,Drama
10525,Zombie and the Ghost Train,7.7,Music
10526,Highball,4.5,Comedy
10527,Get Rich or Die Tryin',6.3,Drama
10528,Sword of the Beast,7.3,Action
10529,Just Friends,5.9,Comedy
10530,Syriana,6.3,Drama
10531,Calamari Union,6.8,Comedy
10532,The Best Intentions,6.0,Drama
10533,La Vie de Bohème,7.4,Comedy
10534,Menolippu Mombasaan,4.8,Drama
10535,Derailed,6.1,Drama
10536,Creep,5.5,Horror
10537,Pride & Prejudice,7.8,Drama
10538,Keep Your Distance,3.7,Drama
10539,Edison,5.4,Thriller
10540,Hi-Life,4.0,Comedy
10541,Wolf Creek,6.1,Horror
10542,The Descent,6.9,Adventure
10543,Summer Interlude,7.6,Romance
10544,Takeshis',6.2,Comedy
10545,Forty Guns,6.3,Action
10546,Harry Potter and the Goblet of Fire,7.5,Adventure
10547,Dinner with Friends,5.2,Comedy
10548,Walk the Line,7.3,Drama
10549,Rent,6.7,Drama
10550,A Story of Floating Weeds,6.3,Drama
10551,My Mother's Smile,6.4,Sin Dato
10552,Fists in the Pocket,8.4,Drama
10553,Zathura: A Space Adventure,6.1,Family
10554,CRAZY,7.4,Drama
10555,Lonesome Jim,6.4,Comedy
10556,Our Vines Have Tender Grapes,3.9,Drama
10557,Sarah Silverman: Jesus Is Magic,6.8,Comedy
10558,Bee Season,5.2,Drama
10559,Breakfast on Pluto,7.0,Drama
10560,The Ice Harvest,5.8,Action
10561,"Yours, Mine & Ours",5.7,Comedy
10562,In The Mix,4.5,Action
10563,The Libertine,5.9,Drama
10564,First Descent,6.0,Documentary
10565,The Wild Geese,6.3,Action
10566,Hondo,6.3,Western
10567,The Bird with the Crystal Plumage,7.1,Horror
10568,A Good Woman,6.0,Comedy
10569,Gate of Flesh,5.8,Drama
10570,Brides,6.7,Drama
10571,The Evil of Frankenstein,6.5,Horror
10572,The Clockmaker of St. Paul,6.8,Thriller
10573,Welcome to the Roses,5.7,Comedy
10574,The Driver,7.1,Action
10575,Mondovino,6.4,Documentary
10576,Sounder,6.5,Drama
10577,Match Point,7.2,Drama
10578,Nazarin,7.5,Drama
10579,Ziegfeld Follies,5.0,Comedy
10580,Lorna,6.8,Drama
10581,The Deep,5.7,Mystery
10582,The Dying Gaul,6.7,Drama
10583,After Innocence,7.0,Documentary
10584,The Citadel,6.8,Drama
10585,Beyond the Gates of Splendor,0.0,Documentary
10586,A Southern Yankee,6.0,Comedy
10587,Paradise Now,6.9,Thriller
10588,The Kid & I,5.3,Comedy
10589,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,Adventure
10590,King Kong,6.6,Adventure
10591,Memoirs of a Geisha,7.3,Drama
10592,The Family Stone,6.1,Comedy
10593,The Promise,5.0,Fantasy
10594,Kiss of Death,7.0,Crime
10595,Where Were You When the Lights Went Out?,5.9,Comedy
10596,Cuban Rafters,9.0,Documentary
10597,Havoc,5.1,Drama
10598,Samurai Rebellion,7.9,Romance
10599,Koirankynnen leikkaaja,6.8,Drama
10600,Mother India,6.8,Drama
10601,Cowards Bend the Knee,8.0,Drama
10602,A Generation,7.0,War
10603,"Ivan the Terrible, Part II: The Boyars' Plot",7.0,History
10604,Down,4.1,Action
10605,The Loveless,5.7,Drama
10606,A Room for Romeo Brass,7.3,Drama
10607,Dona Flor and Her Two Husbands,6.2,Comedy
10608,The Matador,6.2,Action
10609,Look Both Ways,5.3,Drama
10610,Wal-Mart: The High Cost of Low Price,6.9,Documentary
10611,7 Seconds,4.3,Action
10612,8 Million Ways to Die,5.6,Crime
10613,Beyond the Forest,5.9,Drama
10614,Phffft!,7.5,Comedy
10615,Mozart and the Whale,6.5,Comedy
10616,The Organization,7.2,Drama
10617,Cinderella Liberty,6.8,Drama
10618,Knute Rockne All American,6.2,Drama
10619,A Scene at the Sea,7.1,Drama
10620,Birdcage Inn,6.3,Drama
10621,Real Fiction,4.5,Thriller
10622,Address Unknown,7.2,Drama
10623,Don't Look Now: We're Being Shot At,7.8,Comedy
10624,They Died with Their Boots On,6.1,Drama
10625,The Three Burials of Melquiades Estrada,7.0,Adventure
10626,House of Strangers,5.5,Crime
10627,Lili,6.0,Drama
10628,Slim Susie,7.2,Comedy
10629,Executive Protection,6.3,Action
10630,The Aura,6.9,Crime
10631,The Ambushers,4.6,Action
10632,Day of Anger,6.4,Western
10633,Munich,7.0,Drama
10634,The Producers,6.1,Comedy
10635,Transamerica,6.9,Drama
10636,Rumor Has It...,5.3,Comedy
10637,Cheaper by the Dozen 2,5.8,Comedy
10638,Fun with Dick and Jane,5.9,Comedy
10639,The Ringer,5.6,Comedy
10640,Casanova,6.2,Comedy
10641,Mrs Henderson Presents,6.4,Comedy
10642,The White Countess,6.9,Drama
10643,Dirty Love,4.9,Comedy
10644,The Spirit of the Beehive,7.5,Drama
10645,Our Father,6.2,Drama
10646,Interrogation,6.9,Drama
10647,Richard Pryor: Live in Concert,7.4,Comedy
10648,Kevin & Perry Go Large,5.6,Music
10649,The Ear,7.5,Mystery
10650,The Debutantes,4.3,Drama
10651,Luxo Jr.,7.1,Animation
10652,Keeping Mum,6.5,Comedy
10653,Paheli,6.3,Drama
10654,Goodnight Mister Tom,6.0,Drama
10655,Late Spring,8.2,Drama
10656,The Dentist,5.1,Horror
10657,David Copperfield,5.4,Adventure
10658,Family,7.0,Sin Dato
10659,How to Irritate People,6.5,Comedy
10660,Threads,7.9,Drama
10661,Yamakasi,5.8,Action
10662,Love's Enduring Promise,6.8,TV Movie
10663,After Image,3.0,Thriller
10664,After Midnight,5.3,Thriller
10665,The New World,6.4,Drama
10666,Voices of a Distant Star,6.5,Animation
10667,"When You Comin' Back, Red Ryder?",7.5,Drama
10668,Christmas in Connecticut,7.1,Comedy
10669,She,4.7,Adventure
10670,Passport to Pimlico,6.8,Comedy
10671,Whisky Galore!,6.9,Comedy
10672,A Run for Your Money,7.0,Comedy
10673,The Master of Ballantrae,5.5,Action
10674,7 Faces of Dr. Lao,6.9,Drama
10675,Samurai Assassin,6.2,Drama
10676,Lies My Father Told Me,0.0,Drama
10677,We All Loved Each Other So Much,8.2,Drama
10678,The Boys of Baraka,6.5,Documentary
10679,Tartuffe,7.5,Drama
10680,Sympathy for Lady Vengeance,7.4,Drama
10681,Boys Don't Cry,7.5,Comedy
10682,Superprodukcja,2.0,Sin Dato
10683,Grand Theft Parsons,6.0,Crime
10684,Devil's Pond,5.2,Thriller
10685,The Cross of Lorraine,5.6,War
10686,The Cutting Edge: The Magic of Movie Editing,7.1,Documentary
10687,The Quiller Memorandum,6.0,Action
10688,49th Parallel,6.6,Adventure
10689,Yesterday,8.3,Drama
10690,Penelope,6.8,Comedy
10691,Ted Bundy,5.6,Crime
10692,District B13,6.5,Action
10693,BloodRayne,3.6,Action
10694,Hostel,5.7,Horror
10695,Grandma's Boy,6.6,Comedy
10696,Tristan & Isolde,6.4,Drama
10697,Glory Road,7.2,Drama
10698,Last Holiday,6.4,Adventure
10699,Hoodwinked!,6.0,Animation
10700,April's Shower,5.0,Comedy
10701,Underworld: Evolution,6.4,Fantasy
10702,Looking for Comedy in the Muslim World,5.6,Comedy
10703,Casper Meets Wendy,5.4,Family
10704,Hell Drivers,6.8,Action
10705,Shadows of Forgotten Ancestors,7.5,Drama
10706,Buried Alive,6.0,TV Movie
10707,Séance,7.6,Drama
10708,Hallelujah,2.5,Drama
10709,Cul-de-sac,6.9,Thriller
10710,Riding Alone for Thousands of Miles,7.3,Drama
10711,Confidentially Yours,7.1,Drama
10712,Revolution,5.3,Adventure
10713,Project A,7.1,Action
10714,A Woman's Face,6.1,Drama
10715,Sword of Gideon,4.0,Action
10716,Little Manhattan,6.9,Comedy
10717,Crocodile,6.3,Drama
10718,The Lower Depths,7.6,Romance
10719,Vinci,6.9,Action
10720,The Ordeal,5.6,Horror
10721,The Dunwich Horror,5.1,Drama
10722,The Creeping Unknown,6.6,Horror
10723,Hellraiser: Hellseeker,4.7,Horror
10724,Inside Daisy Clover,4.9,Drama
10725,Gamera vs. Gyaos,6.1,Action
10726,Over the Edge,7.7,Crime
10727,Roads to Koktebel,6.8,Drama
10728,Swamp Women,3.8,Crime
10729,8MM 2,4.1,Thriller
10730,On Probation,6.8,Mystery
10731,Bombón: The Dog,7.0,Drama
10732,The Bird People in China,7.0,Adventure
10733,Thoughtcrimes,6.7,Action
10734,Water,6.7,Drama
10735,The Temptations,6.9,Music
10736,Sophie Scholl: The Final Days,7.1,Drama
10737,The Big House,5.5,Crime
10738,Uuno Turhapuro armeijan leivissä,6.4,Comedy
10739,Matti: Hell Is for Heroes,5.8,Comedy
10740,The World's Fastest Indian,7.3,Drama
10741,As Tears Go By,6.9,Drama
10742,Bandidas,5.8,Action
10743,Made in Britain,6.4,Crime
10744,A Cock and Bull Story,6.2,Comedy
10745,The Bitter Tea of General Yen,5.7,Drama
10746,Love in the Afternoon,7.6,Drama
10747,Charlie: The Life and Art of Charles Chaplin,6.5,Documentary
10748,Wilby Wonderful,5.8,Comedy
10749,The Mystery of Rampo,7.0,Drama
10750,Helter Skelter,5.3,Action
10751,French Fried Vacation,6.6,Comedy
10752,Annapolis,6.0,Drama
10753,Big Momma's House 2,5.4,Comedy
10754,Nanny McPhee,6.4,Fantasy
10755,Sweet November,8.3,Drama
10756,Double Dare,6.9,Documentary
10757,The Dark,5.6,Horror
10758,Panic in Year Zero!,5.8,Drama
10759,Here Comes the Groom,4.5,Comedy
10760,Julie,4.3,Thriller
10761,Tea for Two,8.0,Comedy
10762,Green Dolphin Street,8.0,Drama
10763,Lt. Robin Crusoe U.S.N.,6.0,Adventure
10764,Bye Bye Birdie,5.8,Drama
10765,The Comedians of Comedy,7.1,Comedy
10766,The Honey Pot,6.3,Crime
10767,The Tuskegee Airmen,6.4,TV Movie
10768,Final Destination 3,5.8,Horror
10769,I Could Go on Singing,6.6,Drama
10770,Something New,6.2,Comedy
10771,Free Money,5.7,Comedy
10772,The Wind,6.8,Drama
10773,Dave Chappelle's Block Party,6.5,Comedy
10774,Madame Curie,6.7,Drama
10775,Orfeu,4.9,Drama
10776,The Sex of the Stars,5.0,Drama
10777,Imagine Me & You,7.0,Drama
10778,Mississippi Mermaid,6.7,Crime
10779,Good Old Daze,7.1,Comedy
10780,Place Vendome,6.3,Crime
10781,Broken Lance,5.1,Western
10782,The Four Horsemen of the Apocalypse,6.6,Drama
10783,Sabah,4.7,Drama
10784,The Call of Cthulhu,6.9,Horror
10785,The Pink Panther,5.6,Action
10786,Troll,4.9,Fantasy
10787,The Business,6.6,Drama
10788,Curious George,6.1,Adventure
10789,Firewall,5.6,Thriller
10790,The Great McGinty,6.9,Comedy
10791,Le créateur,6.0,Comedy
10792,The White Diamond,6.5,Documentary
10793,Tony Takitani,6.7,Drama
10794,When a Stranger Calls,5.4,Horror
10795,Tamara,5.1,Fantasy
10796,London,6.1,Drama
10797,Neil Young: Heart of Gold,8.2,Documentary
10798,Freedomland,5.2,Drama
10799,Winter Passing,6.7,Comedy
10800,Eight Below,6.7,Adventure
10801,Date Movie,3.6,Comedy
10802,Running Scared,7.0,Action
10803,Madea's Family Reunion,6.0,Drama
10804,Doogal,3.2,Family
10805,Ultraviolet,4.8,Science Fiction
10806,Just My Luck,5.8,Comedy
10807,Pulse,5.0,Horror
10808,Deep Sea 3D,5.7,Documentary
10809,16 Blocks,6.2,Action
10810,Agatha and the Storm,6.3,Romance
10811,Bongwater,5.0,Comedy
10812,Trauma,5.8,Horror
10813,Election,6.7,Crime
10814,Half Light,5.9,Mystery
10815,Twist of Faith,6.0,Documentary
10816,Failure to Launch,5.5,Comedy
10817,Ultimate Avengers,6.5,Action
10818,Ice Age: The Meltdown,6.5,Animation
10819,All Quiet on the Western Front,5.9,Drama
10820,The Big White,6.3,Comedy
10821,Stromboli,6.8,Drama
10822,Cyrano de Bergerac,5.9,Adventure
10823,Shinobi: Heart Under Blade,6.4,Action
10824,Every Man for Himself,6.1,Drama
10825,Chronos,7.4,Documentary
10826,Five Children and It,5.5,Adventure
10827,Free Zone,4.8,Drama
10828,The Naked Spur,6.6,Action
10829,The Prince & Me 2: The Royal Wedding,4.6,Comedy
10830,Ask the Dust,5.2,Drama
10831,V for Vendetta,7.7,Action
10832,She's the Man,6.4,Comedy
10833,Thank You for Smoking,7.1,Comedy
10834,Find Me Guilty,6.5,Drama
10835,Inside Man,7.3,Crime
10836,Tsotsi,6.9,Crime
10837,Aquamarine,5.8,Fantasy
10838,The Illustrated Man,5.4,Science Fiction
10839,Leprechaun 2,4.8,Comedy
10840,Leprechaun 3,5.0,Comedy
10841,Leprechaun 4: In Space,3.6,Comedy
10842,Leprechaun in the Hood,4.4,Horror
10843,The Dark at the Top of the Stairs,7.0,Drama
10844,Story of a Love Affair,6.6,Romance
10845,The Man Who Sued God,6.1,Comedy
10846,Lights in the Dusk,6.6,Crime
10847,Kummeli Stories,6.4,Comedy
10848,Stranger on the Third Floor,6.1,Thriller
10849,The Hills Have Eyes,6.1,Horror
10850,The Shaggy Dog,4.5,Comedy
10851,A Personal Journey with Martin Scorsese Through American Movies,8.3,Documentary
10852,Inspector Clouseau,4.1,Comedy
10853,Son of the Pink Panther,3.8,Comedy
10854,Unknown White Male,6.5,Documentary
10855,The Lives of Others,7.9,Drama
10856,The Red and the White,6.8,Drama
10857,Fatty Drives the Bus,8.0,Sin Dato
10858,City on Fire,6.9,Thriller
10859,"Goodbye South, Goodbye",6.7,Crime
10860,Nanook of the North,7.2,Documentary
10861,Don't Torture a Duckling,7.6,Horror
10862,Resurrection,6.4,Drama
10863,Youth of the Beast,6.3,Drama
10864,Go Tell the Spartans,6.7,Drama
10865,They Call Me Mister Tibbs!,5.4,Drama
10866,Take the Lead,6.6,Music
10867,The Lacemaker,5.4,Drama
10868,The Devil and Daniel Johnston,8.1,Documentary
10869,L’argent,6.8,Crime
10870,The Trial of Joan of Arc,6.8,Drama
10871,Mouchette,7.3,Drama
10872,The Caiman,6.2,Drama
10873,Lucky Number Slevin,7.4,Drama
10874,The Wild Blue Yonder,5.7,Drama
10875,Wheel of Time,5.9,Documentary
10876,Riot On!,4.9,Documentary
10877,Volver,7.3,Comedy
10878,The N Word,6.0,Documentary
10879,Akeelah and the Bee,6.7,Drama
10880,Lisbela and the Prisoner,7.5,Comedy
10881,Brainstorm,7.4,Drama
10882,Urban Legends: Bloody Mary,4.9,Horror
10883,Larry the Cable Guy: Health Inspector,3.3,Comedy
10884,Stay Alive,5.3,Horror
10885,Annie Oakley,5.5,Drama
10886,Basic Instinct 2,4.6,Crime
10887,Brick,6.8,Drama
10888,The Brothers Lionheart,6.9,Adventure
10889,The Dead Hate the Living!,3.9,Horror
10890,Evil Aliens,6.1,Comedy
10891,Santa's Slay,5.3,Comedy
10892,The Dark Hours,5.5,Horror
10893,This Film Is Not Yet Rated,7.3,Documentary
10894,Fragile,6.0,Horror
10895,ATL,6.0,Drama
10896,The Brotherhood of Justice,4.1,Action
10897,Slither,6.3,Comedy
10898,The Benchwarmers,5.2,Comedy
10899,Phat Girlz,3.7,Comedy
10900,Renaissance,6.7,Action
10901,Go for Zucker,6.6,Comedy
10902,The Curse of the Werewolf,6.5,Horror
10903,Dead Fish,5.8,Thriller
10904,Friends with Money,5.1,Comedy
10905,The King Is Dancing,7.2,Drama
10906,Keane,6.7,Drama
10907,Reefer Madness: The Movie Musical,6.9,Comedy
10908,I Love Your Work,6.5,Drama
10909,Beauty and the Bastard,6.2,Drama
10910,Dementia,6.5,Crime
10911,Magic,7.0,Drama
10912,Candy,7.0,Drama
10913,Secrets of a Soul,5.5,Thriller
10914,The Child,7.0,Romance
10915,9/11,7.6,Documentary
10916,"Lacombe, Lucien",7.2,Drama
10917,Hoot,5.5,Drama
10918,Where the Red Fern Grows,6.7,Drama
10919,Scary Movie 4,5.3,Comedy
10920,Hard Candy,6.8,Drama
10921,Dead Birds,5.7,Horror
10922,La Chinoise,7.4,Comedy
10923,Shutter,6.8,Fantasy
10924,A Prairie Home Companion,6.4,Drama
10925,Even Money,5.7,Crime
10926,The Chess Players,6.9,Drama
10927,Pinocchio and the Emperor of the Night,5.3,Animation
10928,Corvette Summer,5.5,Action
10929,The Sentinel,5.8,Action
10930,Mirage,6.5,Mystery
10931,The President's Last Bang,6.8,Comedy
10932,The Wild,5.1,Family
10933,My Brother's Wife,4.8,Romance
10934,Silent Hill,6.3,Horror
10935,Battle in Heaven,5.6,Drama
10936,American Dreamz,4.9,Comedy
10937,Hôtel du Nord,7.4,Romance
10938,Irresistible,5.5,Drama
10939,Mata Hari,6.1,Drama
10940,23,7.1,Drama
10941,Kinky Boots,6.3,Comedy
10942,The Glass Key,6.2,Crime
10943,The Protector,6.8,Action
10944,Mission: Impossible III,6.5,Adventure
10945,The Wayward Cloud,6.9,Music
10946,Die Nibelungen: Siegfried,7.7,Adventure
10947,Die Nibelungen: Kriemhild's Revenge,7.5,Adventure
10948,The Coast Guard,6.8,Thriller
10949,RV,5.6,Comedy
10950,United 93,6.9,Drama
10951,Stick It,6.3,Comedy
10952,Secret Beyond the Door,5.8,Crime
10953,Man Push Cart,7.0,Drama
10954,The World,7.3,Drama
10955,Soldier Blue,7.1,Action
10956,Footlight Parade,5.8,Comedy
10957,LolliLove,6.1,Comedy
10958,An American Haunting,5.3,Horror
10959,Down in the Valley,6.0,Drama
10960,The Hidden Blade,7.6,Drama
10961,Over the Hedge,6.3,Comedy
10962,Art School Confidential,6.1,Comedy
10963,Poseidon,5.5,Adventure
10964,The Da Vinci Code,6.5,Thriller
10965,X-Men: The Last Stand,6.3,Adventure
10966,The Break-Up,5.6,Romance
10967,Peaceful Warrior,7.3,Drama
10968,Twelve and Holding,7.0,Drama
10969,Wah-Wah,6.3,Drama
10970,Keeping Up with the Steins,5.2,Comedy
10971,Cars,6.6,Animation
10972,Wassup Rockers,6.4,Drama
10973,The Lost City,5.9,Drama
10974,Standing Still,5.7,Comedy
10975,Carlito's Way: Rise to Power,4.3,Action
10976,Conspirators of Pleasure,7.4,Drama
10977,Tall in the Saddle,5.9,Western
10978,Beyond a Reasonable Doubt,7.0,Crime
10979,Sinbad of the Seven Seas,3.7,Action
10980,The Earth Is a Sinful Song,7.8,Drama
10981,Shanghai Dreams,5.6,Drama
10982,Vera Cruz,6.9,Action
10983,The Notorious Bettie Page,6.6,Comedy
10984,The Mechanik,5.2,Action
10985,Parting Glances,5.2,Comedy
10986,Game 6,4.6,Comedy
10987,American Gun,5.4,Drama
10988,Marilyn Hotchkiss' Ballroom Dancing & Charm School,5.1,Comedy
10989,On a Clear Day,6.4,Drama
10990,The Omen,5.3,Drama
10991,The King,6.5,Drama
10992,Nacho Libre,5.6,Comedy
10993,The Lake House,6.5,Romance
10994,Click,6.0,Comedy
10995,The Seventh Victim,6.4,Drama
10996,Bleak Moments,7.5,Comedy
10997,Edvard Munch,6.9,Drama
10998,The Ace of Hearts,6.5,Crime
10999,The Devil Wears Prada,7.0,Comedy
11000,Pirates of the Caribbean: Dead Man's Chest,7.0,Adventure
11001,"You, Me and Dupree",5.4,Comedy
11002,Clerks II,6.9,Comedy
11003,Lady in the Water,5.3,Drama
11004,My Super Ex-Girlfriend,4.8,Fantasy
11005,Tammy and the Bachelor,7.8,Comedy
11006,Lady on a Train,6.1,Crime
11007,Nightmare Castle,4.3,Horror
11008,Let It Be,7.6,Documentary
11009,"Farewell, Home Sweet Home",3.5,Drama
11010,See No Evil,4.8,Horror
11011,Marie Antoinette,6.5,Drama
11012,Lady in the Lake,5.6,Mystery
11013,Trial on the Road,6.6,War
11014,Who Killed the Electric Car?,7.2,Documentary
11015,The Miracle of Bern,6.1,Drama
11016,The Mother and the Whore,8.0,Drama
11017,An Inconvenient Truth,6.7,Documentary
11018,Test Pilot,6.7,Drama
11019,Career Opportunities,5.9,Drama
11020,Hollow Man II,4.8,Horror
11021,Chuck Berry: Hail! Hail! Rock 'n' Roll,8.4,Documentary
11022,Psych-Out,4.7,Drama
11023,National Lampoon's Cattle Call,4.3,Comedy
11024,Sister Kenny,6.7,Drama
11025,Mountain Patrol,6.8,Drama
11026,High School Musical,6.1,Comedy
11027,Ice Bound - A Woman's Survival at the South Pole,6.0,Sin Dato
11028,Drawing Restraint 9,6.0,Fantasy
11029,Crossing the Bridge: The Sound of Istanbul,8.1,Documentary
11030,I Am a Sex Addict,6.3,Comedy
11031,Lower City,6.1,Drama
11032,Forever Mine,4.4,Crime
11033,The War Within,7.0,Drama
11034,The Ax,7.0,Comedy
11035,Adam & Steve,4.9,Comedy
11036,Beyond the Rocks,5.0,Drama
11037,Bob the Butler,5.7,Comedy
11038,Jack Frost 2: Revenge of the Mutant Killer Snowman,4.8,Horror
11039,Stoned,5.4,Drama
11040,Marked Woman,7.0,Drama
11041,Running,6.5,Drama
11042,Blessed Event,10.0,Drama
11043,Fearless,7.3,Drama
11044,Susan Lenox (Her Fall and Rise),6.2,Adventure
11045,The Adjuster,6.5,Comedy
11046,The Fast and the Furious: Tokyo Drift,6.1,Action
11047,Garfield: A Tail of Two Kitties,5.1,Animation
11048,Metal: A Headbanger's Journey,7.8,Documentary
11049,Summer in Berlin,6.7,Comedy
11050,The Public Eye,5.6,Action
11051,The Bribe,5.8,Crime
11052,Without Love,6.0,Romance
11053,Waist Deep,6.6,Action
11054,The Sheriff and the Satellite Kid,5.9,Comedy
11055,Triple Cross,5.5,Action
11056,Mouth to Mouth,5.5,Drama
11057,Mad Dog Morgan,5.9,Action
11058,Spite Marriage,6.1,Comedy
11059,Superman Returns,5.4,Adventure
11060,Edward II,5.7,History
11061,The Road to Guantanamo,6.7,Documentary
11062,Leonard Cohen: I'm Your Man,6.4,Documentary
11063,Edmond,6.0,Drama
11064,The Oh in Ohio,5.8,Comedy
11065,Little Miss Sunshine,7.5,Comedy
11066,Brothers of the Head,6.7,Music
11067,Forgiving Dr. Mengele,7.0,Documentary
11068,Fuse,6.4,Comedy
11069,Curse of the Pink Panther,3.6,Crime
11070,Mimic: Sentinel,4.8,Horror
11071,Rock 'n' Roll Nightmare,7.2,Horror
11072,These Girls,4.4,Comedy
11073,Why Does Herr R. Run Amok?,7.5,Drama
11074,Instrument: Ten Years with the Band Fugazi,7.1,Documentary
